资深制靴师傅||323|2|10000|14000|212|||||3|3|3|3|3|3|3|3|3|3|3|3|3|8|3|8|8|8|8|8|8|8|8|6||||
御用制靴师||324|2|20000|29000|212|||||3|3|3|3|3|3|3|3|3|3|3|3|3|10|3|10|10|10|10|10|10|10|10|8||||
制靴名师||325|2|40000|47000|212|||||4|4|4|4|4|4|4|4|4|4|4|4|4|11|4|10|10|10|10|10|10|10|10|10||||
制靴巨匠||326|2|20000|1000000|212|||||5|5|5|5|5|5|5|5|5|5|5|5|5|11|5|10|10|10|10|10|10|10|10|10||||
制靴神匠||327|2|20000|1000000|212|||||5|5|5|5|5|5|5|5|5|5|5|5|5|11|5|10|10|10|10|10|10|10|10|10||||
制鞋学徒||331|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|4|||||
制鞋工||332|2|5000|4000|213|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|6|4||||
资深制鞋师傅||333|2|10000|14000|213|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|8|6||||
御用制鞋师||334|2|20000|29000|213|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|10|8||||
制鞋名师||335|2|40000|47000|213|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|11|10|10|10|10|10|10|10|10|10||||
制鞋巨匠||336|2|20000|1000000|213|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|11|10|10|10|10|10|10|10|10|10||||
制鞋神匠||337|2|20000|1000000|213|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|11|10|10|10|10|10|10|10|10|10||||
造盾学徒||341|2|0|0||||||2|2|2|2|2|2|2|4|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
造盾工||342|2|5000|4000|214|||||2|2|2|2|2|2|2|6|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深造盾师傅||343|2|10000|14000|214|||||3|3|3|3|3|3|3|8|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用造盾师||344|2|20000|29000|214|||||3|3|3|3|3|3|3|10|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
造盾名师||345|2|40000|47000|214|||||4|4|4|4|4|4|4|11|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
造盾巨匠||346|2|20000|1000000|214|||||5|5|5|5|5|5|5|11|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
造盾神匠||347|2|20000|1000000|214|||||5|5|5|5|5|5|5|11|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
料理学徒||351|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
厨师||352|2|5000|4000|215|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深大厨师||353|2|10000|14000|215|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用厨师||354|2|20000|29000|215|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
料理铁人||355|2|40000|47000|215|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
料理王||356|2|20000|1000000|215|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
食神||357|2|20000|1000000|215|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
实习药剂师||361|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
药剂师||362|2|5000|4000|216|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深药剂大师||363|2|10000|14000|216|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用药剂师||364|2|20000|29000|216|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
炼金术士||365|2|40000|47000|216|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
药圣||366|2|20000|1000000|216|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
药仙||367|2|20000|1000000|216|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
武器修理学徒||371|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
武器修理工||372|2|5000|6000|217|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深武器修理师傅||373|2|10000|19000|217|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用武器修理师||374|2|20000|37000|217|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
武器修理专家||375|2|40000|57000|217|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
武器修理达人||376|2|20000|1000000|217|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
武器修理王||377|2|20000|1000000|217|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
防具修理学徒||381|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
防具修理工||382|2|5000|6000|218|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深防具修理师傅||383|2|10000|19000|218|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用防具修理师||384|2|20000|37000|218|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
防具修理专家||385|2|40000|57000|218|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
防具修理达人||386|2|20000|1000000|218|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
防具修理王||387|2|20000|1000000|218|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
鉴定学徒||391|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
鉴定士||392|2|5000|6000|219|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深鉴定师傅||393|2|10000|19000|219|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用鉴定师||394|2|20000|37000|219|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
鉴定专家||395|2|40000|57000|219|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
鉴定达人||396|2|20000|1000000|219|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
鉴定王||397|2|20000|1000000|219|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
刻印学徒||401|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
刻印工||402|2|5000|6000|220|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
刻印师||403|2|10000|19000|220|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用刻印师||404|2|20000|37000|220|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
铜之刻印师||405|2|20000|57000|220|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|10||||
银之刻印师||406|2|20000|1000000|220|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|10||||
金之刻印王||407|2|20000|1000000|220|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|10||||
实习侦探||411|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
侦探||412|2|5000|6000|221|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
名侦探||413|2|10000|19000|221|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
大侦探||414|2|20000|37000|221|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
超级侦探||415|2|40000|57000|221|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
推理专家||416|2|20000|1000000|221|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
神探||417|2|20000|1000000|221|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
道童||421|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
道士||422|2|5000|6000|222|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
半仙||423|2|10000|19000|222|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
仙人||424|2|20000|37000|222|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
歌仙||425|2|40000|57000|222|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
华仙||426|2|20000|1000000|222|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
神仙||427|2|20000|1000000|222|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
实习护士||431|2|0|0||||||2|2|2|2|2|3|4|0|0|4|0|4|2|0|4|4|4|4|4|4|4|4|4|||||
护士||432|2|5000|6000|223|||||2|2|2|2|2|4|6|1|0|6|0|6|2|0|6|6|6|6|6|6|6|6|6|4||||
资深护士||433|2|10000|19000|223|||||3|3|3|3|3|5|8|2|0|8|0|8|3|0|8|8|8|8|8|8|8|8|8|6||||
护士长||434|2|20000|37000|223|||||3|3|3|3|3|6|10|3|0|10|0|10|3|0|10|10|10|10|10|10|10|10|10|8||||
护理专家||435|2|40000|57000|223|||||5|5|5|5|5|7|11|5|0|11|0|11|5|0|11|10|10|10|10|10|10|10|10|10||||
超级护理师||436|2|20000|1000000|223|||||5|5|5|5|5|7|11|5|0|11|0|11|5|0|11|10|10|10|10|10|10|10|10|10||||
白衣天使||437|2|20000|1000000|223|||||5|5|5|5|5|7|11|5|0|11|0|11|5|0|11|10|10|10|10|10|10|10|10|10||||
实习医师||441|2|0|0||||||2|2|2|2|2|4|3|0|0|4|0|4|2|0|4|4|4|4|4|4|4|4|4|||||
医师||442|2|5000|6000|224|||||2|2|2|2|2|6|4|1|0|6|0|6|2|0|6|6|6|6|6|6|6|6|6|4||||
资深医师||443|2|10000|19000|224|||||3|3|3|3|3|8|5|2|0|8|0|8|3|0|8|8|8|8|8|8|8|8|8|6||||
御医||444|2|20000|37000|224|||||3|3|3|3|3|10|6|3|0|10|0|10|3|0|10|10|10|10|10|10|10|10|10|8||||
神医||445|2|40000|57000|224|||||5|5|5|5|5|11|7|5|0|11|0|11|5|0|11|10|10|10|10|10|10|10|10|10||||
医圣||446|2|20000|1000000|224|||||5|5|5|5|5|11|7|5|0|11|0|11|5|0|11|10|10|10|10|10|10|10|10|10||||
医仙||447|2|20000|1000000|224|||||5|5|5|5|5|11|7|5|0|11|0|11|5|0|11|10|10|10|10|10|10|10|10|10||||
见习樵夫||451|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
樵夫||452|2|5000|3000|225|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深樵夫||453|2|10000|12000|225|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用樵夫||454|2|20000|25000|225|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
超级樵夫||455|2|40000|43000|225|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
伐木专家||456|2|20000|1000000|225|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
伐木王||457|2|20000|1000000|225|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
见习猎人||461|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
猎人||462|2|5000|3000|226|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深猎人||463|2|10000|12000|226|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用猎人||464|2|20000|25000|226|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
超级猎人||465|2|40000|43000|226|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
狩猎专家||466|2|20000|1000000|226|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
神猎者||467|2|20000|1000000|226|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
见习矿工||471|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
矿工||472|2|5000|3000|227|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深矿工||473|2|10000|12000|227|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用矿工||474|2|20000|25000|227|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
超级矿工||475|2|40000|43000|227|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
挖掘专家||476|2|20000|10000000|227|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
挖掘之神||477|2|20000|10000000|227|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
超级职||481|1|0|0||||||11|11|11|11|11|11|11|11|11|11|11|11|11|11|11|10|10|10|10|10|10|10|10|||||
爆弹术学徒||1001|1|0|0||||||1|1|1|1|2|2|2|1|1|2|1|2|2|1|2|4|4|4|4|4|4|4|4|||||
爆弹师||1002|1|5000|12000|2001|||||2|2|2|2|3|4|4|2|2|3|2|3|3|2|3|6|6|6|6|6|6|6|6|4||||
资深爆弹师||1003|1|10000|55000|2001|||||3|3|3|3|4|5|5|3|3|4|3|4|4|3|4|8|8|8|8|8|8|8|8|6||||
皇家爆弹师||1004|1|20000|110000|2001|||||4|4|4|4|5|6|6|4|4|5|4|5|5|4|5|10|10|10|10|10|10|10|10|8||||
赫密斯传承者||1005|1|40000|190000|2001|||||4|4|4|4|5|6|6|4|4|5|4|5|5|4|5|10|10|10|10|10|10|10|10|10||||
赫密斯神再世||1006|1|1000000|1000000|2001|||||4|4|4|4|5|6|6|4|4|5|4|5|5|4|5|10|10|10|10|10|10|10|10|10||||
水星守护神||1007|1|1000000|1000000|2001|||||4|4|4|4|5|6|6|4|4|5|4|5|5|4|5|10|10|10|10|10|10|10|10|10||||
见习纺织工||1011|2|0|0||||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|4|4|4|4|4|4|4|||||
纺织工||1012|2|5000|3000|2000|||||2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|6|6|6|6|6|6|6|6|4||||
资深纺织工||1013|2|10000|12000|2000|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|8|8|8|8|8|8|8|8|6||||
御用纺织工||1014|2|20000|25000|2000|||||3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|10|10|10|10|10|10|10|10|8||||
织布专家||1015|2|40000|43000|2000|||||4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|10|10|10|10|10|10|10|10|10||||
织布巧手||1016|2|20000|1000000|2000|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
天星织者||1017|2|20000|1000000|2000|||||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|10|10|10|10|10|10|10|10||||
